O*NET-SOC Code,Tool Name
35-1012.00,Microsoft Outlook
35-1012.00,Microsoft PowerPoint
35-1012.00,Microsoft Project
35-1012.00,Microsoft Publisher
35-1012.00,Microsoft Word
35-1012.00,NCR Advanced Checkout Solution
35-1012.00,NCR NeighborhoodPOS
35-1012.00,Ordering and purchasing software
35-1012.00,ParTech PixelPoint POS
35-1012.00,Point of sale POS software
35-1012.00,Regnow Chrysanth Inventory Manager
35-1012.00,Restaurant Operations & Management Spreadsheet Library
35-1012.00,Sage 50 Accounting
35-1012.00,SoftCafe ScheduleWriter
35-1012.00,Spreadsheet software
35-1012.00,Staff scheduling software
35-1012.00,The General Store
35-2011.00,Bakers' peels
35-2011.00,Cappuccino makers
35-2011.00,Carbonated beverage dispensers
35-2011.00,Cash registers
35-2011.00,Chefs' knives
35-2011.00,Commercial coffeemakers
35-2011.00,Convection ovens
35-2011.00,Deep fat fryers
35-2011.00,Electric ovens
35-2011.00,Food scales
35-2011.00,Food warmers
35-2011.00,Gas ovens
35-2011.00,Griddles
35-2011.00,Grills
35-2011.00,Hot dog cookers
35-2011.00,Ice-making machines
35-2011.00,Intercom systems
35-2011.00,Juice dispensers
35-2011.00,Milkshake and smoothie machines
35-2011.00,Mixers
35-2011.00,Pizza ovens
35-2011.00,Point of sale POS computer terminals
35-2011.00,Restaurant blenders
35-2011.00,Restaurant food processors
35-2011.00,Slicing machines
35-2011.00,Soft-serve ice cream machines
35-2011.00,Touch screen monitors
35-2011.00,Aldelo Systems Aldelo for Restaurants Pro
35-2011.00,Foodman Home-Delivery
35-2011.00,Microsoft Excel
35-2011.00,Microsoft Outlook
35-2011.00,Microsoft Word
35-2011.00,Plexis Software Plexis POS
35-2011.00,Point of sale POS software
35-2011.00,RestaurantPlus PRO
35-2012.00,Apple corers
35-2012.00,Blast chillers
35-2012.00,Blenders
35-2012.00,Bone saws
35-2012.00,Box graters
35-2012.00,Braziers
35-2012.00,Bread slicers
35-2012.00,Broilers
35-2012.00,Cappuccino makers
35-2012.00,Carbonated beverage dispensers
35-2012.00,Cash registers
35-2012.00,Chefs' knives
35-2012.00,Commercial coffee grinders
35-2012.00,Commercial coffeemakers
35-2012.00,Commercial dishwashers
35-2012.00,Commercial ice cream machines
35-2012.00,Commercial kitchen convection ovens
35-2012.00,Commercial kitchen steamers
35-2012.00,Commercial microwave ovens
35-2012.00,Commercial stand mixers
35-2012.00,Commercial use combination ovens
35-2012.00,Convection ovens
35-2012.00,Conveyor ovens
35-2012.00,Cream whippers
35-2012.00,Desktop computers
35-2012.00,Disposal units
35-2012.00,Double boilers
35-2012.00,Electric deep-fat fryers
35-2012.00,Electric stoves
35-2012.00,Fire suppression blankets
35-2012.00,Food dicers
35-2012.00,Food processors
35-2012.00,Food shredders
35-2012.00,Food slicers
35-2012.00,Garbage compactors
35-2012.00,Gas stoves
35-2012.00,Gas-powered deep-fat fryers
35-2012.00,Griddles
35-2012.00,Grills
35-2012.00,Hot dog cookers
35-2012.00,Ice shaving or crushing equipment
35-2012.00,Ice-making machines
35-2012.00,Infrared heat lamps
35-2012.00,Juice dispensers
35-2012.00,Juice extractors
35-2012.00,Kitchen fire extinguishers
35-2012.00,Kitchen shears
35-2012.00,Kitchen tongs
35-2012.00,Knife sharpeners
35-2012.00,Mandolines
35-2012.00,Meat grinders
35-2012.00,Meat thermometers
35-2012.00,Mixers
35-2012.00,Oyster knives
35-2012.00,Paring knives
35-2012.00,Parisian cutters
35-2012.00,Pasta machines
35-2012.00,Personal computers
35-2012.00,Pizza ovens
35-2012.00,Point of sale POS computer terminals
35-2012.00,Portion scales
35-2012.00,Pressurized steam cookers
35-2012.00,Refrigerator thermometers
35-2012.00,Rice cookers
35-2012.00,Rotisserie ovens
35-2012.00,Salamanders
35-2012.00,Serrated blade knives
35-2012.00,Sieves
35-2012.00,Sifters
35-2012.00,Steam kettles
35-2012.00,Steam tables
35-2012.00,Strainers
35-2012.00,Tilt skillets
35-2012.00,Toasters
35-2012.00,Touch screen monitors
35-2012.00,Waffle makers
35-2012.00,Woks
35-2012.00,Data entry software
35-2012.00,GNOME Gnutrition
35-2012.00,IBM Lotus 1-2-3
35-2012.00,Meals Plus
35-2012.00,Microsoft Excel
35-2012.00,Microsoft Word
35-2012.00,PCS Revenue Control Systems FASTRAK School Meal Software
35-2012.00,Point of sale POS software
35-2012.00,Spreadsheet software
35-2012.00,Word processing software
35-2013.00,Bakers' knives
35-2013.00,Basting brushes
35-2013.00,Bench scrapers
35-2013.00,Boning knives
35-2013.00,Bread knives
35-2013.00,Butchers' gloves
35-2013.00,Carving forks
35-2013.00,Colanders
35-2013.00,Computer laser printers
35-2013.00,Convection ovens
35-2013.00,Corkscrews
35-2013.00,Countertop microwaves
35-2013.00,Cutting boards
35-2013.00,Deep-fat thermometers
35-2013.00,Digital kitchen timers
35-2013.00,Digital scales
35-2013.00,Dishwashers
35-2013.00,Electric grills
35-2013.00,Fat skimmers
35-2013.00,Fish spatulas
35-2013.00,Food processors
35-2013.00,Frying thermometers
35-2013.00,Garlic presses
35-2013.00,Graters
35-2013.00,Icing piping tips
35-2013.00,Kitchen rulers
35-2013.00,Kitchen shears
35-2013.00,Kitchen skillets
35-2013.00,Kitchen thermometers
35-2013.00,Knife sharpening tools
35-2013.00,Labelmakers
35-2013.00,Ladles
35-2013.00,Laptop computers
35-2013.00,Locking tongs
35-2013.00,Mandolines
35-2013.00,Measuring cup sets
35-2013.00,Measuring spoon sets
35-2013.00,Meat cleavers
35-2013.00,Meat forks
35-2013.00,Melon ballers
35-2013.00,Metal baking sheets
35-2013.00,Mixing bowls
35-2013.00,Muffin pans
35-2013.00,Nonstick saute pans
35-2013.00,Offset spatulas
35-2013.00,Omelet spatulas
35-2013.00,Oven thermometers
35-2013.00,Paring knives
35-2013.00,Pastry cutters
35-2013.00,Perforated spoons
35-2013.00,Potato mashers
35-2013.00,Poultry basters
35-2013.00,Refrigerator thermometers
35-2013.00,Rolling pins
35-2013.00,Saucepans
35-2013.00,Saute pans
35-2013.00,Scorers
35-2013.00,Serrated knives
35-2013.00,Serving spoons
35-2013.00,Slotted turners
35-2013.00,Stand mixers
35-2013.00,Stockpots
35-2013.00,Swivel peelers
35-2013.00,Tablet computers
35-2013.00,Thumb drives
35-2013.00,Vegetable peelers
35-2013.00,Wire whisks
35-2013.00,Wooden spoons
35-2013.00,APPCA Personal Chef Office
35-2013.00,Cooking e-books
35-2013.00,Cost tracking software
35-2013.00,Email software
35-2013.00,Food inventory software
35-2013.00,Intuit QuickBooks
35-2013.00,Web browser software
35-2013.00,WordPress
35-2013.00,Work scheduling software
35-2013.00,YouTube
35-2014.00,Blenders
35-2014.00,Boning knives
35-2014.00,Charbroilers
35-2014.00,Chefs' knives
35-2014.00,Cimeter knives
35-2014.00,Commercial microwave ovens
35-2014.00,Convection ovens
35-2014.00,Conveyor ovens
35-2014.00,Filet knives
35-2014.00,Food slicing machines
35-2014.00,Food steamers
35-2014.00,Fryers
35-2014.00,Gas grills
35-2014.00,Griddles
35-2014.00,Grinders
35-2014.00,Meat and cheese slicing machines
35-2014.00,Meat saws
35-2014.00,Paring knives
35-2014.00,Pasta cookers
35-2014.00,Personal computers
35-2014.00,Pizza ovens
35-2014.00,Point of sale POS computer terminals
35-2014.00,Rotating rack ovens
35-2014.00,Rotisserie ovens
35-2014.00,Salamander ovens
35-2014.00,Smoking cabinets
35-2014.00,Utility cutlery
35-2014.00,Wok ranges
35-2014.00,Food safety labeling systems
35-2014.00,Inventory management software
35-2014.00,Menu planning software
35-2014.00,Microsoft Excel
35-2014.00,Microsoft Office
35-2014.00,Microsoft Word
35-2014.00,Point of sale POS restaurant software
35-2014.00,Recipe cost control software
35-2015.00,Apple corers
35-2015.00,Bakers' peels
35-2015.00,Blenders
35-2015.00,Boning knives
35-2015.00,Broilers
35-2015.00,Cappuccino makers
35-2015.00,Carbonated beverage dispensers
35-2015.00,Cash registers
35-2015.00,Chefs' knives
35-2015.00,Colanders
35-2015.00,Commercial coffeemakers
35-2015.00,Commercial dishwashers
35-2015.00,Commercial microwave ovens
35-2015.00,Convection ovens
35-2015.00,Deep fat fryers
35-2015.00,Desktop computers
35-2015.00,Double boilers
35-2015.00,Dry or liquid measuring cups
35-2015.00,Electric ovens
35-2015.00,Electric stoves
35-2015.00,Food processors
35-2015.00,Fruit zesters
35-2015.00,Gas ovens
35-2015.00,Gas stoves
35-2015.00,Graters
35-2015.00,Grills
35-2015.00,Hand scanners
35-2015.00,Handheld calculators
35-2015.00,Hot dog cookers
35-2015.00,Ice-making machines
35-2015.00,Instant-read pocket thermometers
35-2015.00,Juice dispensers
35-2015.00,Kitchen tongs
35-2015.00,Knife sharpeners
35-2015.00,Meat slicers
35-2015.00,Melon ballers
35-2015.00,Milkshake and smoothie machines
35-2015.00,Mixers
35-2015.00,Paring knives
35-2015.00,Personal computers
35-2015.00,Pizza ovens
35-2015.00,Point of sale POS computer terminals
35-2015.00,Portion scales
35-2015.00,Rolling pins
35-2015.00,Serrated blade knives
35-2015.00,Sifters
35-2015.00,Slicing machines
35-2015.00,Soft-serve ice cream machines
35-2015.00,Steam kettles
35-2015.00,Steam tables
35-2015.00,Steamers
35-2015.00,Strainers
35-2015.00,Toasters
35-2015.00,Touch screen monitors
35-2015.00,Vegetable brushes
35-2015.00,Vegetable peelers
35-2015.00,Waffle makers
35-2015.00,Aldelo Systems Aldelo for Restaurants Pro
35-2015.00,Foodman Home-Delivery
35-2015.00,Inventory control software
35-2015.00,Plexis Software Plexis POS
35-2015.00,Point of sale POS software
35-2015.00,RestaurantPlus PRO
35-2021.00,Belt conveyors
35-2021.00,Blenders
35-2021.00,Bread slicers
35-2021.00,Brick ovens
35-2021.00,Cappuccino machines
35-2021.00,Charbroilers
35-2021.00,Choppers
35-2021.00,Coffee brewing machines
35-2021.00,Coffee grinders
35-2021.00,Combination slicers/electronic portion scales
35-2021.00,Commercial cooking ovens
35-2021.00,Commercial dishwashers
35-2021.00,Commercial microwave ovens
35-2021.00,Commercial ranges
35-2021.00,Commercial stand mixers
35-2021.00,Cotton candy machines
35-2021.00,Dicers
35-2021.00,Dishwashing machines
35-2021.00,Dough mixers
35-2021.00,Drink dispensers
35-2021.00,Electric fryers
35-2021.00,Electric meat and cheese slicers
35-2021.00,Electric meat grinders
35-2021.00,Electronic chicken rotisseries
35-2021.00,Espresso machines
35-2021.00,Food processors
35-2021.00,Food scales
35-2021.00,Frozen custard machines
35-2021.00,Frozen drink machines
35-2021.00,Griddles
35-2021.00,Grills
35-2021.00,Ice machines
35-2021.00,Knives
35-2021.00,Measuring utensils
35-2021.00,Milkshake and smoothie machines
35-2021.00,Mixing machines
35-2021.00,Oriental ranges
35-2021.00,Personal computers
35-2021.00,Pizza ovens
35-2021.00,Point of sale POS interface scales
35-2021.00,Point of sale POS systems
35-2021.00,Popcorn machines
35-2021.00,Pressureless steamers
35-2021.00,Roasting equipment
35-2021.00,Snow cone machines
35-2021.00,Soda machines
35-2021.00,Soft-serve ice cream machines
35-2021.00,Steam tables
35-2021.00,Thermal label printing scales
35-2021.00,Toasters
35-2021.00,Tomato slicers
35-2021.00,Barrington Software CookenPro Commercial
35-2021.00,CBORD Foodservice Suite
35-2021.00,CBORD NetRecipe
35-2021.00,Culinary Software Services ChefTec
35-2021.00,EGS CALCMENU
35-2021.00,iPro
35-2021.00,Master Cook Deluxe Professional Cook
35-2021.00,Mealmaster Cookbook Wizard
35-2021.00,MicroBlast Recipe Wizard for Windows
35-2021.00,Microsoft Excel
35-2021.00,Microsoft Office
35-2021.00,Recipe software
35-2021.00,ValuSoft MasterCook
35-2021.00,YouTube
35-3011.00,2-prong strainers
35-3011.00,3-piece cocktail shakers
35-3011.00,4-piece cocktail shakers
35-3011.00,4-prong strainers
35-3011.00,Bar spoons
35-3011.00,Barcode scanners
35-3011.00,Beverage machines
35-3011.00,Blenders
35-3011.00,Breathalyzers
35-3011.00,Cash registers
35-3011.00,Cocktail shakers
35-3011.00,Cocktail strainers
35-3011.00,Credit card processing machines
35-3011.00,Desktop computers
35-3011.00,Draught foam control devices
35-3011.00,Drink mixers
35-3011.00,Electronic beer line maintenance equipment
35-3011.00,Frozen drink machines
35-3011.00,Fruit knives
35-3011.00,Glass rimmers
35-3011.00,Glass washers
35-3011.00,Hawthorn strainers
35-3011.00,Ice chippers
35-3011.00,Ice crushers
35-3011.00,Ice flakers
35-3011.00,Jiggers
35-3011.00,Julep strainers
35-3011.00,Keg-tapping equipment
35-3011.00,Lime slicers
35-3011.00,Lime squeezers
35-3011.00,Linear imaging scanners
35-3011.00,Long range charged coupled device CCD barcode scanners
35-3011.00,Martini misters
35-3011.00,Mixing glasses
35-3011.00,Mojito machines
35-3011.00,Muddlers/mixing sticks
35-3011.00,Notebook computers
35-3011.00,Olive stuffers
35-3011.00,Point of sale POS printers
35-3011.00,Point of sale POS terminals
35-3011.00,Point of service scanners
35-3011.00,Point of service workstations
35-3011.00,Pour spouts
35-3011.00,Professional juicers
35-3011.00,Refrigerated liquid recirculation systems
35-3011.00,Soda dispensers
35-3011.00,Spirit measures
35-3011.00,Touch screen monitors
35-3011.00,Upright glass washers
35-3011.00,Zesters
35-3011.00,AZZ CardFile
35-3011.00,Compris software
35-3011.00,Focus point of sale POS software
35-3011.00,Intuit QuickBooks Point of Sale
35-3011.00,MICROS Systems HSI Profits Series
35-3011.00,NCR Advanced Checkout Solution
35-3011.00,NCR NeighborhoodPOS
35-3011.00,Point of sale POS software
35-3011.00,The General Store
35-3011.00,Web browser software
35-3021.00,Automatic dicers
35-3021.00,Automatic peelers
35-3021.00,Automatic slicers
35-3021.00,Barcode scanners
35-3021.00,Broilers
35-3021.00,Can openers
35-3021.00,Carbonated beverage dispensers
35-3021.00,Cash registers
35-3021.00,Chefs' knives
35-3021.00,Coffee makers
35-3021.00,Commercial cooking ovens
35-3021.00,Commercial dishwashers
35-3021.00,Convection ovens
35-3021.00,Credit card processing machines
35-3021.00,Credit card scanners
35-3021.00,Deep fat fryers
35-3021.00,Deep wells
35-3021.00,Electric warming tables
35-3021.00,Espresso machines
35-3021.00,Food choppers
35-3021.00,Food conveyor belts
35-3021.00,Food processors
35-3021.00,Fryers
35-3021.00,Grating equipment
35-3021.00,Grills
35-3021.00,Ice cream/yogurt machines
35-3021.00,Ice machines
35-3021.00,Linear imaging scanners
35-3021.00,Long range charged coupled device CCD barcode scanners
35-3021.00,Meat grinders
35-3021.00,Metal ice cream scoops
35-3021.00,Milk dispensing machines
35-3021.00,Milkshake and smoothie machines
35-3021.00,Mixers
35-3021.00,Motorized food transportation carts
35-3021.00,Non-carbonated beverage dispensers
35-3021.00,Pastry makers
35-3021.00,Patty making machines
35-3021.00,Point of sale POS printers
35-3021.00,Point of sale POS terminals
35-3021.00,Point of service scanners
35-3021.00,Point of service workstations
35-3021.00,Sanitizing units
35-3021.00,Scales
35-3021.00,Slush machines
35-3021.00,Steam cookers
35-3021.00,Steam counters
35-3021.00,Steam tables
35-3021.00,Stoves
35-3021.00,Toasters
35-3021.00,Touch screen monitors
35-3021.00,Vertical cutters
35-3021.00,Compris software
35-3021.00,Intuit QuickBooks Point of Sale
35-3021.00,Menu and nutrition database software
35-3021.00,MICROS Systems HSI Profits Series
35-3021.00,Microsoft Excel
35-3021.00,Microsoft Office
35-3021.00,NCR Advanced Checkout Solution
35-3021.00,NCR NeighborhoodPOS
35-3021.00,Point of sale POS software
35-3021.00,The General Store
35-3022.00,Blenders
35-3022.00,Cappuccino makers
35-3022.00,Carbonated beverage dispensers
35-3022.00,Cash registers
35-3022.00,Chefs' knives
35-3022.00,Commercial coffee grinders
35-3022.00,Commercial coffeemakers
35-3022.00,Commercial dishwashers
35-3022.00,Commercial food slicers
35-3022.00,Commercial glasswashers
35-3022.00,Commercial kitchen grills
35-3022.00,Commercial microwave ovens
35-3022.00,Credit card machines
35-3022.00,Credit card processing machines
35-3022.00,Desktop computers
35-3022.00,Electric ovens
35-3022.00,Electric stoves
35-3022.00,Espresso machines
35-3022.00,Food thermometers
35-3022.00,Gas ovens
35-3022.00,Gas stoves
35-3022.00,Handheld calculators
35-3022.00,Ice machines
35-3022.00,Ice-making machines
35-3022.00,Infrared heat lamps
35-3022.00,Intercom systems
35-3022.00,Juice dispensers
35-3022.00,Milk frothers
35-3022.00,Milkshake and smoothie machines
35-3022.00,Mixers
35-3022.00,Personal computers
35-3022.00,Point of sale POS computer terminals
35-3022.00,Portion scales
35-3022.00,Slicing machines
35-3022.00,Soda machines
35-3022.00,Soft-serve ice cream machines
35-3022.00,Steam tables
35-3022.00,Ticket printers
35-3022.00,Touch screen monitors
35-3022.00,Aldelo Systems Aldelo for Restaurants Pro
35-3022.00,Data entry software
35-3022.00,Foodman Home-Delivery
35-3022.00,Microsoft Windows
35-3022.00,Plexis Software Plexis POS
35-3022.00,Point of sale POS software
35-3022.00,RestaurantPlus PRO
35-3022.01,Bagel cutters
35-3022.01,Box cutters
35-3022.01,Cash registers
35-3022.01,Chefs' knives
35-3022.01,Coffee brewing machines
35-3022.01,Coffee grinders
35-3022.01,Commercial kitchen microwave ovens
35-3022.01,Commercial kitchen toasters
35-3022.01,Computer laser printers
35-3022.01,Credit card processing machines
35-3022.01,Desktop computers
35-3022.01,Drink blenders
35-3022.01,Electronic food scales
35-3022.01,Espresso makers
35-3022.01,Ice machines
